BEANS PER JAR,JARS,TOTAL BEANS
193,92,17756
267,641,171147
935,175,163625
303,808,244824
828,46,38088
395,150,59250
976,52,50752
996,75,74700
318,510,162180
969,158,153102
248,667,165416
210,353,74130
494,546,269724
998,763,761474
886,811,718546
776,580,450080
278,605,168190
787,367,288829
108,369,39852
293,429,125697
820,757,620740
3,455,1365
463,909,420867
89,387,34443
154,565,87010
791,902,713482
810,750,607500
216,660,142560
139,57,7923
411,269,110559
219,380,83220
282,726,204732
707,23,16261
116,632,73312
511,49,25039
816,212,172992
6,205,1230
770,44,33880
606,475,287850
114,171,19494
18,691,12438
105,129,13545
71,942,66882
241,396,95436
516,581,299796
593,218,129274
720,321,231120
457,930,425010
61,629,38369
707,128,90496
82,156,12792
89,142,12638
947,549,519903
94,8,752
156,639,99684
791,909,719019
862,403,347386
760,478,363280
950,361,342950
464,882,409248
953,551,525103
286,50,14300
483,550,265650
369,417,153873
308,909,279972
350,767,268450
810,410,332100
508,364,184912
500,31,15500
994,914,908516
65,81,5265
67,624,41808
3,125,375
300,829,248700
89,16,1424
393,179,70347
571,657,375147
103,116,11948
608,14,8512
389,40,15560
351,385,135135
409,272,111248
335,8,2680
149,74,11026
721,831,599151
170,548,93160
20,659,13180
815,889,724535
830,200,166000
908,854,775432
954,233,222282
39,597,23283
480,819,393120
784,724,567616
928,894,829632
34,131,4454
385,987,379995
529,618,326922
63,572,36036
5,117,585
306,145,44370
59,9,531
312,490,152880
814,46,37444
272,437,118864
885,832,736320
507,236,119652
66,897,59202
661,946,625306
97,311,30167
338,678,229164
785,280,219800
299,657,196443
669,257,171933
408,303,123624
863,720,621360
13,776,10088
491,738,362358
683,188,128404
95,84,7980
296,726,214896
735,32,23520
653,468,305604
406,910,369460
284,552,156768
424,385,163240
505,422,213110
359,193,69287
216,245,52920
407,521,212047
248,78,19344
72,16,1152
875,570,498750
406,889,360934
488,455,222040
915,329,301035
698,97,67706
818,967,791006
669,663,443547
747,79,59013
369,217,80073
307,603,185121
230,973,223790
998,452,451096
980,32,31360
758,24,18192
999,201,200799
670,596,399320
73,724,52852
204,71,14484
328,887,290936
396,243,96228
463,884,409292
76,362,27512
535,519,277665
777,258,200466
327,594,194238
916,724,663184
473,869,411037
44,896,39424
568,52,29536
981,288,282528
973,977,950621
45,563,25335
763,776,592088
467,902,421234
641,721,462161
42,31,1302
545,831,452895
762,749,570738
640,498,318720
823,23,18929
109,412,44908
86,486,41796
642,366,234972
462,729,336798
399,463,184737
823,692,569516
473,462,218526
265,176,46640
393,474,186282
241,754,181714
629,278,174862
840,601,504840
74,947,70078
399,480,191520
888,432,383616
632,190,120080
85,703,59755
528,628,331584
699,37,25863
349,148,51652
905,230,208150
781,684,534204
751,374,280874
29,663,19227
62,89,5518
410,241,98810
107,425,45475
594,119,70686
760,911,692360
918,932,855576
266,180,47880
561,507,284427
50,854,42700
476,451,214676
825,490,404250
266,78,20748
217,34,7378
409,287,117383
224,591,132384
900,509,458100
635,444,281940
757,324,245268
959,924,886116
743,671,498553
972,438,425736
868,739,641452
826,953,787178
988,194,191672
436,797,347492
347,28,9716
859,402,345318
298,363,108174
466,516,240456
216,143,30888
602,947,570094
182,840,152880
348,187,65076
211,460,97060
727,464,337328
375,678,254250
291,125,36375
604,30,18120
230,422,97060
131,478,62618
937,486,455382
839,666,558774
763,128,97664
79,347,27413
315,760,239400
37,121,4477
209,748,156332
372,739,274908
117,506,59202
880,349,307120
512,549,281088
357,475,169575
95,763,72485
486,290,140940
933,153,142749
485,573,277905
714,772,551208
587,993,582891
453,437,197961
934,698,651932
40,485,19400
913,281,256553
406,799,324394
579,838,485202
403,531,213993
254,249,63246
119,942,112098
671,40,26840
515,983,506245
680,711,483480
200,595,119000
207,537,111159
673,107,72011
121,150,18150
35,111,3885
929,734,681886
730,523,381790
254,913,231902
310,308,95480
34,926,31484
153,556,85068
886,100,88600
140,404,56560
951,489,465039
922,992,914624
274,550,150700
963,307,295641
369,289,106641
131,554,72574
631,394,248614
592,760,449920
500,637,318500
496,754,373984
103,495,50985
452,878,396856
798,649,517902
803,574,460922
20,202,4040
77,167,12859
104,679,70616
974,817,795758
393,946,371778
783,490,383670
72,108,7776
788,628,494864
846,232,196272
788,556,438128
800,624,499200
291,873,254043
537,327,175599
738,858,633204
735,239,175665
757,199,150643
167,556,92852
406,581,235886
110,434,47740
966,119,114954
830,210,174300
936,147,137592
858,629,539682
413,528,218064
961,96,92256
921,21,19341
140,818,114520
55,796,43780
781,908,709148
790,867,684930
901,976,879376
706,208,146848
55,689,37895
93,484,45012
409,214,87526
336,10,3360
43,612,26316
29,350,10150
511,958,489538
283,229,64807
213,935,199155
915,140,128100
885,885,783225
500,182,91000
695,193,134135
708,238,168504
686,560,384160
153,506,77418
835,592,494320
685,779,533615
165,150,24750
856,484,414304
594,64,38016
369,478,176382
397,153,60741
278,758,210724
934,221,206414
930,236,219480
280,478,133840
499,511,254989
798,353,281694
340,904,307360
252,50,12600
290,741,214890
172,132,22704
273,129,35217
997,209,208373
253,706,178618
335,122,40870
71,984,69864
65,681,44265
830,716,594280
337,449,151313
851,557,474007
301,330,99330
513,887,455031
491,921,452211
692,654,452568
465,794,369210
712,283,201496
950,644,611800
706,123,86838
243,693,168399
866,943,816638
991,278,275498
168,735,123480
667,436,290812
704,337,237248
668,496,331328
136,632,85952
89,692,61588
943,620,584660
608,114,69312
948,990,938520
21,632,13272
950,98,93100
768,889,682752
881,474,417594
903,749,676347
133,505,67165
514,172,88408
149,54,8046
314,675,211950
488,77,37576
21,701,14721
798,345,275310
528,17,8976
731,130,95030
207,613,126891
321,318,102078
50,136,6800
143,488,69784
168,771,129528
328,795,260760
736,956,703616
961,762,732282
552,438,241776
977,984,961368
787,878,690986
738,944,696672
349,194,67706
276,608,167808
595,380,226100
658,9,5922
541,535,289435
169,524,88556
932,3,2796
461,621,286281
248,881,218488
987,887,875469
223,572,127556
351,756,265356
270,580,156600
898,366,328668
920,413,379960
37,460,17020
386,866,334276
118,387,45666
84,516,43344
426,915,389790
597,928,554016
144,499,71856
729,741,540189
782,493,385526
534,638,340692
534,642,342828
805,553,445165
879,831,730449
889,974,865886
799,972,776628
113,928,104864
530,995,527350
229,57,13053
76,315,23940
502,620,311240
673,415,279295
657,38,24966
321,332,106572
215,842,181030
95,409,38855
114,213,24282
983,117,115011
138,313,43194
687,782,537234
600,128,76800
140,927,129780
971,688,668048
517,55,28435
353,416,146848
203,428,86884
796,62,49352
963,594,572022
920,869,799480
693,140,97020
296,941,278536
409,800,327200
284,464,131776
517,659,340703
436,168,73248
931,583,542773
212,327,69324
735,740,543900
5,711,3555
988,661,653068
920,993,913560
145,806,116870
955,399,381045
24,884,21216
936,541,506376
722,625,451250
216,552,119232
982,200,196400
291,546,158886
589,411,242079
842,711,598662
62,468,29016
955,581,554855
580,873,506340
779,235,183065
27,726,19602
641,267,171147
579,185,107115
63,600,37800
164,615,100860
239,927,221553
485,604,292940
486,308,149688
552,130,71760
683,360,245880
847,634,536998
587,544,319328
436,282,122952
212,810,171720
87,624,54288
565,39,22035
452,686,310072
96,816,78336
44,167,7348
461,411,189471
107,696,74472
24,853,20472
447,215,96105
260,498,129480
598,9,5382
231,129,29799
608,522,317376
896,873,782208
349,891,310959
873,139,121347
834,482,401988
802,547,438694
288,774,222912
271,206,55826
961,66,63426
413,251,103663
958,74,70892
225,452,101700
477,356,169812
946,916,866536
424,281,119144
909,175,159075
640,980,627200
318,740,235320
140,218,30520
560,538,301280
512,532,272384
855,944,807120
140,224,31360
940,211,198340
818,659,539062
372,613,228036
783,935,732105
459,473,217107
291,852,247932
962,45,43290
552,406,224112
704,408,287232
109,763,83167
583,84,48972
458,2,916
552,947,522744
396,746,295416
779,626,487654
778,699,543822
663,440,291720
467,61,28487
200,164,32800
761,376,286136
118,669,78942
336,676,227136
467,950,443650
683,416,284128
361,866,312626
921,486,447606
346,909,314514
972,820,797040
365,521,190165
191,171,32661
282,591,166662
667,184,122728
452,947,428044
116,121,14036
74,92,6808
482,568,273776
209,637,133133
653,158,103174
184,154,28336
963,478,460314
986,906,893316
429,520,223080
284,31,8804
494,870,429780
991,49,48559
860,526,452360
446,887,395602
72,308,22176
560,284,159040
902,149,134398
13,723,9399
257,4,1028
979,281,275099
413,927,382851
629,542,340918
772,660,509520
7,431,3017
762,767,584454
204,176,35904
260,116,30160
336,772,259392
712,322,229264
597,37,22089
300,142,42600
969,666,645354
923,182,167986
732,978,715896
819,750,614250
628,352,221056
488,209,101992
462,81,37422
712,173,123176
503,382,192146
533,649,345917
896,5,4480
306,691,211446
346,51,17646
377,453,170781
516,615,317340
707,716,506212
687,969,665703
129,561,72369
521,57,29697
620,694,430280
204,850,173400
541,260,140660
274,782,214268
352,242,85184
710,582,413220
499,26,12974
194,229,44426
125,595,74375
980,350,343000
530,146,77380
839,896,751744
99,624,61776
544,746,405824
822,765,628830
67,567,37989
674,479,322846
145,20,2900
271,701,189971
22,294,6468
677,48,32496
649,291,188859
988,70,69160
664,805,534520
48,642,30816
928,678,629184
262,530,138860
63,284,17892
87,661,57507
301,175,52675
652,183,119316
939,773,725847
387,947,366489
552,301,166152
588,180,105840
773,379,292967
196,278,54488
272,413,112336
987,938,925806
129,63,8127
340,180,61200
290,146,42340
88,533,46904
477,690,329130
642,480,308160
88,647,56936
890,130,115700
221,696,153816
174,718,124932
309,244,75396
501,877,439377
135,659,88965
113,382,43166
657,662,434934
202,387,78174
463,450,208350
795,610,484950
140,587,82180
313,306,95778
210,999,209790
429,210,90090
486,211,102546
863,273,235599
338,210,70980
648,204,132192
632,942,595344
946,792,749232
684,686,469224
542,628,340376
191,248,47368
839,519,435441
719,762,547878
792,974,771408
957,222,212454
852,587,500124
938,176,165088
913,25,22825
931,736,685216
169,197,33293
14,981,13734
966,456,440496
15,350,5250
691,241,166531
909,859,780831
845,531,448695
444,809,359196
633,650,411450
777,629,488733
716,473,338668
717,178,127626
586,791,463526
875,436,381500
6,875,5250
756,923,697788
217,854,185318
501,668,334668
179,729,130491
633,517,327261
166,219,36354
190,622,118180
59,561,33099
332,691,229412
995,787,783065
792,129,102168
151,419,63269
213,679,144627
569,888,505272
129,178,22962
992,939,931488
927,134,124218
785,943,740255
87,284,24708
510,964,491640
842,318,267756
463,63,29169
341,668,227788
402,237,95274
330,818,269940
624,690,430560
197,20,3940
934,365,340910
430,91,39130
37,297,10989
268,296,79328
856,304,260224
313,69,21597
566,298,168668
589,262,154318
586,140,82040
81,198,16038
582,257,149574
439,836,367004
42,302,12684
201,339,68139
20,939,18780
465,733,340845
211,50,10550
589,59,34751
789,705,556245
974,707,688618
40,448,17920
356,16,5696
940,487,457780
573,674,386202
3,460,1380
82,694,56908
51,143,7293
385,959,369215
815,885,721275
268,202,54136
333,205,68265
667,139,92713
265,832,220480
451,816,368016
98,214,20972
630,450,283500
53,601,31853
593,986,584698
177,517,91509
339,361,122379
512,713,365056
223,598,133354
455,625,284375
546,475,259350
445,781,347545
429,107,45903
493,913,450109
574,738,423612
272,768,208896
154,634,97636
202,288,58176
129,93,11997
450,450,202500
928,583,541024
195,21,4095
73,367,26791
62,434,26908
283,460,130180
665,787,523355
784,966,757344
163,240,39120
587,854,501298
665,978,650370
340,980,333200
389,642,249738
234,254,59436
486,575,279450
179,855,153045
946,38,35948
520,789,410280
208,448,93184
803,225,180675
491,843,413913
323,32,10336
134,196,26264
50,83,4150
766,841,644206
616,6,3696
69,763,52647
466,483,225078
50,196,9800
700,166,116200
780,269,209820
84,689,57876
229,685,156865
748,578,432344
87,432,37584
566,674,381484
685,606,415110
914,379,346406
592,745,441040
738,951,701838
402,467,187734
648,533,345384
636,401,255036
220,769,169180
45,399,17955
859,6,5154
690,78,53820
124,949,117676
840,274,230160
202,125,25250
725,325,235625
455,490,222950
966,12,11592
489,557,272373
161,914,147154
457,872,398504
336,974,327264
194,445,86330
303,280,84840
969,552,534888
811,959,777749
636,621,394956
561,994,557634
801,941,753741
640,98,62720
627,707,443289
872,142,123824
855,828,707940
344,656,225664
974,252,245448
356,147,52332
647,357,230979
478,769,367582
366,865,316590
897,938,841386
276,3,828
243,115,27945
622,717,445974
968,375,363000
745,573,426885
633,461,291813
963,166,159858
308,956,294448
556,479,266324
580,824,477920
238,865,205870
745,667,496915
587,318,186666
578,539,311542
746,83,61918
568,516,293088
377,85,32045
497,242,120274
732,515,376980
391,770,301070
945,442,417690
399,851,339549
621,304,188784
199,780,155220
379,325,123175
353,495,174735
199,902,179498
127,57,7239
142,141,20022
983,935,919105
652,683,445316
905,806,729430
752,28,21056
82,245,20090
907,893,809951
295,669,197355
992,712,706304
914,118,107852
304,592,179968
387,433,167571
612,635,388620
946,230,217580
523,887,463901
733,955,700015
806,46,37076
441,959,422919
234,674,157716
982,102,100164
130,231,30030
393,105,41265
73,560,40880
808,635,513080
896,479,429184
660,286,188760
993,639,634527
82,217,17794
137,506,69322
223,947,211181
143,728,104104
755,952,718760
221,103,22763
532,528,280896
772,303,233916
641,497,318577
999,305,304695
221,467,103207
764,827,631828
665,658,437570
438,445,194910
435,397,172695
915,117,107055
494,568,280592
452,35,15820
164,494,81016
517,995,514415
443,185,81955
124,753,93372
526,80,42080
681,666,453546
520,961,499720
498,116,57768
647,672,434784
40,979,39160
903,39,35217
798,393,313614
52,798,41496
128,438,56064
432,170,73440
476,480,228480
665,488,324520
83,928,77024
641,295,189095
793,832,659776
923,175,161525
102,239,24378
706,86,60716
688,867,596496
556,62,34472
491,463,227333
730,940,686200
578,437,252586
590,816,481440
894,697,623118
217,935,202895
813,229,186177
159,742,117978
621,621,385641
432,716,309312
824,371,305704
196,345,67620
227,975,221325
152,98,14896
675,93,62775
84,759,63756
179,492,88068
96,879,84384
373,224,83552
65,972,63180
69,449,30981
299,364,108836
626,12,7512
163,698,113774
224,168,37632
349,554,193346
622,101,62822
275,889,244475
681,781,531861
157,623,97811
800,863,690400
334,172,57448
713,163,116219
905,185,167425
163,772,125836
738,500,369000
112,966,108192
414,679,281106
477,601,286677
798,323,257754
464,142,65888
554,771,427134
531,76,40356
548,414,226872
8,610,4880
472,26,12272
519,525,272475
918,525,481950
228,887,202236
757,344,260408
788,468,368784
632,885,559320
568,67,38056
376,649,244024
741,785,581685
279,332,92628
998,789,787422
400,600,240000
812,132,107184
754,55,41470
756,963,728028
722,821,592762
628,141,88548
540,13,7020
384,924,354816
963,362,348606
548,35,19180
806,518,417508
312,579,180648
966,240,231840
401,388,155588
48,249,11952
326,929,302854
855,454,388170
358,185,66230
326,812,264712
1,7,7
326,45,14670
212,423,89676
427,937,400099
138,538,74244
736,859,632224
270,258,69660
267,92,24564
495,194,96030
434,476,206584
198,559,110682
30,354,10620
306,882,269892
838,85,71230
32,79,2528
64,609,38976
59,227,13393
337,681,229497
944,417,393648
858,490,420420
850,955,811750
486,228,110808
23,660,15180
89,400,35600
722,595,429590
911,831,757041
83,330,27390
142,664,94288
393,674,264882
468,279,130572
20,102,2040
953,519,494607
296,602,178192
12,582,6984
190,183,34770
882,218,192276
717,721,516957
901,39,35139
205,721,147805
968,799,773432
879,701,616179
583,962,560846
427,470,200690
2,735,1470
515,459,236385
278,602,167356
691,353,243923
346,822,284412
806,617,497302
170,952,161840
391,712,278392
219,794,173886
402,934,375468
561,919,515559
590,549,323910
144,986,141984
351,625,219375
810,43,34830
602,444,267288
570,575,327750
156,197,30732
859,700,601300
476,667,317492
894,959,857346
840,224,188160
543,486,263898
799,299,238901
650,476,309400
773,701,541873
562,659,370358
141,994,140154
388,398,154424
84,516,43344
330,416,137280
552,444,245088
438,998,437124
742,890,660380
394,859,338446
458,544,249152
472,186,87792
826,45,37170
612,25,15300
139,195,27105
458,51,23358
836,827,691372
63,805,50715
812,935,759220
354,712,252048
349,125,43625
328,113,37064
111,959,106449
97,104,10088
201,5,1005
669,320,214080
560,577,323120
207,256,52992
947,214,202658
588,680,399840
105,561,58905
781,533,416273
137,674,92338
962,584,561808
988,641,633308
173,920,159160
97,159,15423
661,585,386685
593,680,403240
261,55,14355
559,693,387387
603,139,83817
476,391,186116
219,316,69204
785,786,617010
477,169,80613
465,297,138105
278,488,135664
378,45,17010
551,173,95323
734,212,155608
818,340,278120
262,933,244446
531,310,164610
548,900,493200
951,828,787428
760,998,758480
630,672,423360
766,501,383766
104,836,86944
325,26,8450
433,459,198747
392,891,349272
73,20,1460
180,750,135000
413,686,283318
607,347,210629
453,655,296715
703,679,477337
919,637,585403
7,890,6230
219,885,193815
376,319,119944
644,618,397992
207,980,202860
869,280,243320
68,855,58140
403,194,78182
449,171,76779
153,886,135558
17,473,8041
950,233,221350
766,607,464962
672,672,451584
160,375,60000
96,103,9888
172,606,104232
908,401,364108
932,523,487436
122,526,64172
92,849,78108
211,645,136095
307,719,220733
461,48,22128
516,972,501552
945,881,832545
685,322,220570
427,66,28182
124,718,89032
768,549,421632
165,638,105270
854,871,743834
60,261,15660
618,808,499344
677,910,616070
191,327,62457
429,759,325611
564,156,87984
581,576,334656
144,390,56160
341,775,264275
375,413,154875
839,277,232403
60,767,46020
227,989,224503
834,536,447024
833,815,678895
742,42,31164
658,692,455336
242,414,100188
714,849,606186
589,233,137237
597,678,404766
443,529,234347
952,509,484568
243,948,230364
659,402,264918
1,215,215
486,754,366444
931,997,928207
946,278,262988
492,6,2952
351,418,146718
252,872,219744
263,476,125188
326,740,241240
871,586,510406
296,217,64232
301,985,296485
425,601,255425
587,989,580543
211,813,171543
500,424,212000
515,180,92700
85,450,38250
495,149,73755
227,802,182054
594,890,528660
676,923,623948
405,847,343035
9,402,3618
525,138,72450
509,648,329832
11,608,6688
704,110,77440
422,748,315656
557,186,103602
578,307,177446
69,140,9660
424,233,98792
361,256,92416
353,771,272163
628,840,527520
761,427,324947
823,389,320147
174,468,81432
438,741,324558
295,169,49855
287,731,209797
636,300,190800
640,642,410880
189,936,176904
863,947,817261
995,256,254720
928,359,333152
753,70,52710
717,214,153438
977,733,716141
347,962,333814
50,630,31500
221,444,98124
349,900,314100
926,244,225944
675,197,132975
50,434,21700
215,535,115025
681,115,78315
123,289,35547
719,607,436433
450,892,401400
284,517,146828
102,125,12750
346,715,247390
273,164,44772
785,131,102835
761,648,493128
968,287,277816
648,875,567000
397,675,267975
53,109,5777
787,886,697282
248,966,239568
498,305,151890
180,700,126000
13,707,9191
869,743,645667
986,169,166634
478,645,308310
999,838,837162
764,432,330048
596,187,111452
365,54,19710
747,983,734301
585,605,353925
100,136,13600
621,374,232254
837,974,815238
326,1,326
2,116,232
482,154,74228
283,254,71882
65,525,34125
185,460,85100
694,272,188768
957,802,767514
898,455,408590
176,716,126016
792,740,586080
537,178,95586
684,361,246924
211,314,66254
281,542,152302
975,1,975
869,544,472736
158,399,63042
793,439,348127
868,584,506912
546,32,17472
42,801,33642
150,862,129300
395,804,317580
531,656,348336
619,58,35902
452,273,123396
274,908,248792
450,869,391050
508,850,431800
447,488,218136
151,961,145111
421,56,23576
908,456,414048
715,653,466895
119,489,58191
712,230,163760
167,743,124081
213,126,26838
115,818,94070
864,476,411264
601,126,75726
801,156,124956
906,983,890598
861,944,812784
19,770,14630
83,656,54448
978,210,205380
577,709,409093
877,614,538478
954,639,609606
185,457,84545
159,454,72186
718,535,384130
594,930,552420
793,906,718458
248,315,78120
708,745,527460
980,747,732060
107,245,26215
663,776,514488
439,96,42144
187,229,42823
175,504,88200
782,570,445740
630,492,309960
455,195,88725
694,851,590594
280,903,252840
997,10,9970
431,170,73270
254,815,207010
461,855,394155
158,850,134300
853,524,446972
269,751,202019
912,945,861840
312,143,44616
342,24,8208
501,711,356211
364,537,195468
851,667,567617
403,959,386477
739,259,191401
960,539,517440
704,671,472384
377,352,132704
306,938,287028
74,564,41736
352,219,77088
617,163,100571
579,411,237969
760,474,360240
163,766,124858
714,252,179928
918,839,770202
620,806,499720
898,352,316096
491,144,70704
384,935,359040
568,952,540736
609,22,13398
75,593,44475
600,494,296400
991,472,467752
532,512,272384
927,87,80649
981,213,208953
537,643,345291
235,324,76140
327,225,73575
455,17,7735
309,315,97335
175,739,129325
109,403,43927
333,528,175824
606,168,101808
128,469,60032
304,739,224656
436,342,149112
323,495,159885
712,833,593096
532,14,7448
971,389,377719
437,244,106628
875,781,683375
514,655,336670
850,306,260100
858,459,393822
472,827,390344
136,14,1904
742,788,584696
624,921,574704
419,800,335200
73,447,32631
694,319,221386
537,158,84846
738,564,416232
770,332,255640
148,504,74592
53,508,26924
712,989,704168
11,457,5027
564,802,452328
388,941,365108
492,41,20172
322,339,109158
247,806,199082
708,532,376656
584,105,61320
975,767,747825
912,559,509808
239,522,124758
586,968,567248
273,306,83538
290,380,110200
913,442,403546
199,174,34626
756,628,474768
665,460,305900
899,345,310155
240,406,97440
136,515,70040
195,888,173160
634,195,123630
618,77,47586
585,902,527670
706,633,446898
766,283,216778
294,861,253134
190,946,179740
363,337,122331
87,41,3567
709,295,209155
511,944,482384
786,793,623298
667,600,400200
279,431,120249
766,543,415938
690,433,298770
709,67,47503
364,24,8736
243,874,212382
967,397,383899
164,140,22960
24,308,7392
434,54,23436
754,31,23374
105,331,34755
29,162,4698
29,702,20358
959,782,749938
801,993,795393
767,504,386568
309,319,98571
473,764,361372
606,302,183012
777,526,408702
34,781,26554
630,161,101430
257,800,205600
258,174,44892
899,265,238235
796,280,222880
610,104,63440
149,372,55428
263,85,22355
767,712,546104
835,933,779055
653,297,193941
338,663,224094
588,869,510972
820,70,57400
308,443,136444
298,283,84334
749,460,344540
989,743,734827
711,507,360477
995,183,182085
326,723,235698
494,291,143754
577,139,80203
950,294,279300
193,869,167717
939,922,865758
959,229,219611
847,797,675059
380,764,290320
965,734,708310
57,845,48165
574,257,147518
562,993,558066
393,814,319902
320,651,208320
220,28,6160
217,531,115227
392,362,141904
55,427,23485
380,454,172520
508,901,457708
931,954,888174
194,114,22116
966,991,957306
480,25,12000
654,879,574866
786,766,602076
670,565,378550
91,885,80535
755,42,31710
687,410,281670
247,591,145977
778,89,69242
187,142,26554
819,990,810810
376,243,91368
752,14,10528
677,994,672938
600,946,567600
238,349,83062
81,114,9234
307,851,261257
631,214,135034
625,332,207500
254,819,208026
601,618,371418
73,315,22995
124,181,22444
135,889,120015
39,534,20826
901,904,814504
270,276,74520
72,639,46008
336,911,306096
888,603,535464
349,473,165077
858,305,261690
909,69,62721
381,569,216789
109,751,81859
401,560,224560
316,210,66360
142,552,78384
529,463,244927
33,307,10131
408,940,383520
747,274,204678
801,327,261927
724,975,705900
556,883,490948
864,975,842400
462,664,306768
711,326,231786
514,64,32896
142,650,92300
302,684,206568
658,277,182266
462,880,406560
157,780,122460
191,700,133700
76,742,56392
24,80,1920
905,583,527615
551,352,193952
194,332,64408
818,632,516976
719,861,619059
255,988,251940
470,983,462010
375,119,44625
393,967,380031
849,873,741177
954,476,454104
197,765,150705
47,576,27072
472,977,461144
469,425,199325
344,334,114896
249,930,231570
723,974,704202
769,660,507540
936,321,300456
777,366,284382
551,938,516838
257,696,178872
621,49,30429
582,930,541260
232,238,55216
234,985,230490
965,929,896485
735,42,30870
833,434,361522
39,905,35295
879,531,466749
942,326,307092
740,213,157620
796,719,572324
605,964,583220
12,498,5976
852,916,780432
536,727,389672
415,692,287180
400,854,341600
409,589,240901
955,50,47750
667,502,334834
319,84,26796
846,732,619272
425,757,321725
327,881,288087
176,290,51040
837,712,595944
10,741,7410
653,221,144313
110,563,61930
443,51,22593
288,22,6336
389,957,372273
99,480,47520
130,375,48750
19,234,4446
69,71,4899
928,476,441728
343,578,198254
511,399,203889
204,817,166668
236,749,176764
276,41,11316
588,496,291648
851,987,839937
39,891,34749
288,843,242784
293,537,157341
694,701,486494
878,139,122042
774,362,280188
331,75,24825
831,692,575052
450,323,145350
828,110,91080
295,109,32155
850,887,753950
850,372,316200
324,878,284472
70,798,55860
942,927,873234
563,792,445896
505,23,11615
991,30,29730
532,271,144172
668,306,204408
863,871,751673
920,328,301760
885,676,598260
419,760,318440
809,912,737808
743,269,199867
944,779,735376
438,85,37230
418,546,228228
229,217,49693
498,202,100596
442,246,108732
700,665,465500
213,485,103305
950,670,636500
143,974,139282
54,238,12852
887,669,593403
856,535,457960
927,608,563616
809,950,768550
981,205,201105
434,333,144522
265,419,111035
903,320,288960
424,727,308248
873,194,169362
877,259,227143
297,773,229581
268,859,230212
897,556,498732
94,751,70594
6,959,5754
996,358,356568
749,534,399966
771,647,498837
838,823,689674
559,535,299065
850,550,467500
165,145,23925
438,508,222504
69,241,16629
206,857,176542
603,51,30753
162,624,101088
939,461,432879
559,860,480740
766,982,752212
385,440,169400
480,801,384480
699,714,499086
704,410,288640
56,191,10696
283,947,268001
44,891,39204
95,260,24700
969,298,288762
228,171,38988
394,244,96136
440,276,121440
458,378,173124
716,370,264920
418,208,86944
470,255,119850
118,586,69148
795,415,329925
424,913,387112
156,648,101088
837,221,184977
543,264,143352
478,724,346072
322,230,74060
321,489,156969
542,551,298642
506,416,210496
472,681,321432
183,901,164883
983,44,43252
833,564,469812
163,548,89324
878,923,810394
464,186,86304
673,26,17498
553,155,85715
840,375,315000
872,982,856304
26,249,6474
274,874,239476
869,19,16511
366,350,128100
706,409,288754
337,756,254772
43,139,5977
674,772,520328
24,181,4344
368,397,146096
808,804,649632
958,978,936924
553,866,478898
638,449,286462
280,297,83160
841,420,353220
868,592,513856
950,656,623200
446,200,89200
832,429,356928
612,346,211752
840,117,98280
405,679,274995
460,484,222640
758,939,711762
974,709,690566
982,885,869070
865,841,727465
868,860,746480
79,879,69441
325,742,241150
315,106,33390
486,530,257580
54,569,30726
112,519,58128
625,385,240625
271,542,146882
355,330,117150
54,15,810
746,72,53712
46,920,42320
190,267,50730
317,770,244090
425,490,208250
163,97,15811
949,304,288496
495,576,285120
36,181,6516
863,702,605826
430,243,104490
723,663,479349
574,744,427056
596,680,405280
470,778,365660
302,467,141034
676,435,294060
218,523,114014
434,616,267344
281,313,87953
848,399,338352
529,752,397808
74,870,64380
389,136,52904
801,413,330813
694,733,508702
997,107,106679
756,678,512568
607,211,128077
67,813,54471
558,937,522846
619,709,438871
187,880,164560
197,936,184392
514,937,481618
461,370,170570
414,8,3312
946,75,70950
998,101,100798
852,627,534204
618,54,33372
990,728,720720
347,341,118327
276,957,264132
319,69,22011
143,585,83655
339,701,237639
976,232,226432
382,348,132936
653,545,355885
705,806,568230
771,379,292209
116,836,96976
628,325,204100
999,541,540459
585,793,463905
971,580,563180
188,435,81780
538,154,82852
276,800,220800
904,771,696984
488,337,164456
557,125,69625
886,389,344654
487,686,334082
801,278,222678
751,997,748747
856,298,255088
813,762,619506
822,952,782544
781,835,652135
171,73,12483
635,80,50800
794,803,637582
641,813,521133
654,168,109872
7,385,2695
525,983,516075
677,346,234242
714,770,549780
332,771,255972
694,126,87444
985,492,484620
880,325,286000
869,858,745602
419,253,106007
84,536,45024
282,93,26226
917,225,206325
266,427,113582
70,515,36050
907,106,96142
460,737,339020
419,558,233802
681,866,589746
679,535,363265
524,349,182876
898,850,763300
222,427,94794
532,953,506996
586,818,479348
158,672,106176
783,362,283446
980,85,83300
240,373,89520
429,342,146718
239,127,30353
298,105,31290
781,93,72633
686,754,517244
77,271,20867
701,589,412889
893,987,881391
334,65,21710
323,41,13243
15,339,5085
841,246,206886
327,566,185082
792,612,484704
593,422,250246
138,264,36432
253,407,102971
323,983,317509
288,791,227808
6,657,3942
785,172,135020
94,264,24816
635,748,474980
802,791,634382
412,39,16068
557,586,326402
214,516,110424
753,875,658875
299,61,18239
423,836,353628
609,580,353220
268,638,170984
859,266,228494
631,465,293415
234,721,168714
245,386,94570
894,863,771522
372,454,168888
620,906,561720
997,811,808567
434,607,263438
75,983,73725
397,109,43273
487,353,171911
630,542,341460
586,221,129506
607,315,191205
478,115,54970
